postalFrom,postalTo,weightFrom,weightTo,priceRate
4580,4693,9,10,$23.13
4580,4693,10,11,$24.70
4580,4693,11,12,$26.27
4580,4693,12,13,$27.84
4580,4693,13,14,$29.41
4580,4693,14,15,$30.98
4580,4693,15,16,$32.55
4580,4693,16,17,$34.12
4580,4693,17,18,$35.69
4580,4693,18,19,$37.26
4580,4693,19,20,$38.83
4580,4693,20,21,$40.40
4580,4693,21,22,$41.97
4694,4802,6,7,$23.52
4694,4802,7,8,$25.94
4694,4802,8,9,$28.36
4694,4802,9,10,$30.78
4694,4802,10,11,$33.20
4694,4802,11,12,$35.62
4694,4802,12,13,$38.04
4694,4802,13,14,$40.46
4694,4802,14,15,$42.88
4694,4802,15,16,$45.30
4694,4802,16,17,$47.72
4694,4802,17,18,$50.14
4694,4802,18,19,$52.56
4694,4802,19,20,$54.98
4694,4802,20,21,$57.40
4694,4802,21,22,$59.82
4803,4803,6,7,$25.50
4803,4803,7,8,$28.25
4803,4803,8,9,$31.00
4803,4803,9,10,$33.75
4803,4803,10,11,$36.50
4803,4803,11,12,$39.25
4803,4803,12,13,$42.00
4803,4803,13,14,$44.75
4803,4803,14,15,$47.50
4803,4803,15,16,$50.25
4803,4803,16,17,$53.00
4803,4803,17,18,$55.75
4803,4803,18,19,$58.50
4803,4803,19,20,$61.25
4803,4803,20,21,$64.00
4803,4803,21,22,$66.75
4804,4805,6,7,$23.52
4804,4805,7,8,$25.94
4804,4805,8,9,$28.36
4804,4805,9,10,$30.78
4804,4805,10,11,$33.20
4804,4805,11,12,$35.62
4804,4805,12,13,$38.04
4804,4805,13,14,$40.46
4804,4805,14,15,$42.88
4804,4805,15,16,$45.30
4804,4805,16,17,$47.72
4804,4805,17,18,$50.14
4804,4805,18,19,$52.56
4804,4805,19,20,$54.98
4804,4805,20,21,$57.40
4804,4805,21,22,$59.82
4806,4999,6,7,$25.50
4806,4999,7,8,$28.25
4806,4999,8,9,$31.00
4806,4999,9,10,$33.75
4806,4999,10,11,$36.50
4806,4999,11,12,$39.25
4806,4999,12,13,$42.00
4806,4999,13,14,$44.75
4806,4999,14,15,$47.50
4806,4999,15,16,$50.25
4806,4999,16,17,$53.00
4806,4999,17,18,$55.75
4806,4999,18,19,$58.50
4806,4999,19,20,$61.25
4806,4999,20,21,$64.00
4806,4999,21,22,$66.75
9000,9725,6,7,$12.90
9000,9725,7,8,$13.55
9000,9725,8,9,$14.20
9000,9725,9,10,$14.85
9000,9725,10,11,$15.50
9000,9725,11,12,$16.15
9000,9725,12,13,$16.80
9000,9725,13,14,$17.45
9000,9725,14,15,$18.10
9000,9725,15,16,$18.75
9000,9725,16,17,$19.40
9000,9725,17,18,$20.05
9000,9725,18,19,$20.70
9000,9725,19,20,$21.35
9000,9725,20,21,$22.00
9000,9725,21,22,$22.65
9726,9919,6,7,$15.60
9726,9919,7,8,$16.70
9726,9919,8,9,$17.80
9726,9919,9,10,$18.90
9726,9919,10,11,$20.00
9726,9919,11,12,$21.10
9726,9919,12,13,$22.20
9726,9919,13,14,$23.30
9726,9919,14,15,$24.40
9726,9919,15,16,$25.50
9726,9919,16,17,$26.60
9726,9919,17,18,$27.70
9726,9919,18,19,$28.80
9726,9919,19,20,$29.90
9726,9919,20,21,$31.00
9726,9919,21,22,$32.10
9920,9960,6,7,$23.52
9920,9960,7,8,$25.94
9920,9960,8,9,$28.36
9920,9960,9,10,$30.78
9920,9960,10,11,$33.20
9920,9960,11,12,$35.62
9920,9960,12,13,$38.04
9920,9960,13,14,$40.46
9920,9960,14,15,$42.88
9920,9960,15,16,$45.30
9920,9960,16,17,$47.72
9920,9960,17,18,$50.14
9920,9960,18,19,$52.56
9920,9960,19,20,$54.98
9920,9960,20,21,$57.40
9920,9960,21,22,$59.82
9961,9998,6,7,$25.50
9961,9998,7,8,$28.25
9961,9998,8,9,$31.00
9961,9998,9,10,$33.75
9961,9998,10,11,$36.50
9961,9998,11,12,$39.25
9961,9998,12,13,$42.00
9961,9998,13,14,$44.75
9961,9998,14,15,$47.50
9961,9998,15,16,$50.25
9961,9998,16,17,$53.00
9961,9998,17,18,$55.75
9961,9998,18,19,$58.50
9961,9998,19,20,$61.25
9961,9998,20,21,$64.00
9961,9998,21,22,$66.75
5000,5200,6,7,$14.04
5000,5200,7,8,$14.88
5000,5200,8,9,$15.72
5000,5200,9,10,$16.56
5000,5200,10,11,$17.40
5000,5200,11,12,$18.24
5000,5200,12,13,$19.08
5000,5200,13,14,$19.92
5000,5200,14,15,$20.76
5000,5200,15,16,$21.60
5000,5200,16,17,$22.44
5000,5200,17,18,$23.28
5000,5200,18,19,$24.12
5000,5200,19,20,$24.96
5000,5200,20,21,$25.80
5000,5200,21,22,$26.64
5201,5749,6,7,$21.84
5201,5749,7,8,$23.98
5201,5749,8,9,$26.12
5201,5749,9,10,$28.26
5201,5749,10,11,$30.40
5201,5749,11,12,$32.54
5201,5749,12,13,$34.68
5201,5749,13,14,$36.82
5201,5749,14,15,$38.96
5201,5749,15,16,$41.10
5201,5749,16,17,$43.24
5201,5749,17,18,$45.38
5201,5749,18,19,$47.52
5201,5749,19,20,$49.66
5201,5749,20,21,$51.80
5201,5749,21,22,$53.94
5800,5999,6,7,$14.04
5800,5999,7,8,$14.88
5800,5999,8,9,$15.72
5800,5999,9,10,$16.56
5800,5999,10,11,$17.40
5800,5999,11,12,$18.24
5800,5999,12,13,$19.08
5800,5999,13,14,$19.92
5800,5999,14,15,$20.76
5800,5999,15,16,$21.60
5800,5999,16,17,$22.44
5800,5999,17,18,$23.28
5800,5999,18,19,$24.12
5800,5999,19,20,$24.96
5800,5999,20,21,$25.80
5800,5999,21,22,$26.64
7000,7150,6,7,$19.54
7000,7150,7,8,$21.13
7000,7150,8,9,$22.72
7000,7150,9,10,$24.31
7000,7150,10,11,$25.90
7000,7150,11,12,$27.49
7000,7150,12,13,$29.08
7000,7150,13,14,$30.67
7000,7150,14,15,$32.26
7000,7150,15,16,$33.85
7000,7150,16,17,$35.44
7000,7150,17,18,$37.03
7000,7150,18,19,$38.62
7000,7150,19,20,$40.21
7000,7150,20,21,$41.80
7000,7150,21,22,$43.39
7151,7154,6,7,$21.34
7151,7154,7,8,$23.23
7151,7154,8,9,$25.12
7151,7154,9,10,$27.01
7151,7154,10,11,$28.90
7151,7154,11,12,$30.79
7151,7154,12,13,$32.68
7151,7154,13,14,$34.57
7151,7154,14,15,$36.46
7151,7154,15,16,$38.35
7151,7154,16,17,$40.24
7151,7154,17,18,$42.13
7151,7154,18,19,$44.02
7151,7154,19,20,$45.91
7151,7154,20,21,$47.80
7151,7154,21,22,$49.69
7155,7999,6,7,$19.54
7155,7999,7,8,$21.13
7155,7999,8,9,$22.72
7155,7999,9,10,$24.31
7155,7999,10,11,$25.90
7155,7999,11,12,$27.49
7155,7999,12,13,$29.08
7155,7999,13,14,$30.67
7155,7999,14,15,$32.26
7155,7999,15,16,$33.85
7155,7999,16,17,$35.44
7155,7999,17,18,$37.03
7155,7999,18,19,$38.62
7155,7999,19,20,$40.21
7155,7999,20,21,$41.80
7155,7999,21,22,$43.39
3000,3210,6,7,$13.90
3000,3210,7,8,$14.55
3000,3210,8,9,$15.20
3000,3210,9,10,$15.85
3000,3210,10,11,$16.50
3000,3210,11,12,$17.15
3000,3210,12,13,$17.80
3000,3210,13,14,$18.45
3000,3210,14,15,$19.10
3000,3210,15,16,$19.75
3000,3210,16,17,$20.40
3000,3210,17,18,$21.05
3000,3210,18,19,$21.70
3000,3210,19,20,$22.35
3000,3210,20,21,$23.00
3000,3210,21,22,$23.65
3211,3220,6,7,$15.70
3211,3220,7,8,$16.65
3211,3220,8,9,$17.60
3211,3220,9,10,$18.55
3211,3220,10,11,$19.50
3211,3220,11,12,$20.45
3211,3220,12,13,$21.40
3211,3220,13,14,$22.35
3211,3220,14,15,$23.30
3211,3220,15,16,$24.25
3211,3220,16,17,$25.20
3211,3220,17,18,$26.15
3211,3220,18,19,$27.10
3211,3220,19,20,$28.05
3211,3220,20,21,$29.00
3211,3220,21,22,$29.95
3221,3334,6,7,$17.38
3221,3334,7,8,$18.61
3221,3334,8,9,$19.84
3221,3334,9,10,$21.07
3221,3334,10,11,$22.30
3221,3334,11,12,$23.53
3221,3334,12,13,$24.76
3221,3334,13,14,$25.99
3221,3334,14,15,$27.22
3221,3334,15,16,$28.45
3221,3334,16,17,$29.68
3221,3334,17,18,$30.91
3221,3334,18,19,$32.14
3221,3334,19,20,$33.37
3221,3334,20,21,$34.60
3221,3334,21,22,$35.83
3335,3341,6,7,$13.90
3335,3341,7,8,$14.55
3335,3341,8,9,$15.20
3335,3341,9,10,$15.85
3335,3341,10,11,$16.50
3335,3341,11,12,$17.15
3335,3341,12,13,$17.80
3335,3341,13,14,$18.45
3335,3341,14,15,$19.10
3335,3341,15,16,$19.75
3335,3341,16,17,$20.40
3335,3341,17,18,$21.05
3335,3341,18,19,$21.70
3335,3341,19,20,$22.35
3335,3341,20,21,$23.00
3335,3341,21,22,$23.65
3342,3349,6,7,$17.38
3342,3349,7,8,$18.61
3342,3349,8,9,$19.84
3342,3349,9,10,$21.07
3342,3349,10,11,$22.30
3342,3349,11,12,$23.53
3342,3349,12,13,$24.76
3342,3349,13,14,$25.99
3342,3349,14,15,$27.22
3342,3349,15,16,$28.45
3342,3349,16,17,$29.68
3342,3349,17,18,$30.91
3342,3349,18,19,$32.14
3342,3349,19,20,$33.37
3342,3349,20,21,$34.60
3342,3349,21,22,$35.83
3350,3350,6,7,$17.38
3350,3350,7,8,$18.61
3350,3350,8,9,$19.84
3350,3350,9,10,$21.07
3350,3350,10,11,$22.30
3350,3350,11,12,$23.53
3350,3350,12,13,$24.76
3350,3350,13,14,$25.99
3350,3350,14,15,$27.22
3350,3350,15,16,$28.45
3350,3350,16,17,$29.68
3350,3350,17,18,$30.91
3350,3350,18,19,$32.14
3350,3350,19,20,$33.37
3350,3350,20,21,$34.60
3350,3350,21,22,$35.83
3351,3352,6,7,$17.38
3351,3352,7,8,$18.61
3351,3352,8,9,$19.84
3351,3352,9,10,$21.07
3351,3352,10,11,$22.30
3351,3352,11,12,$23.53
3351,3352,12,13,$24.76
3351,3352,13,14,$25.99
3351,3352,14,15,$27.22
3351,3352,15,16,$28.45
3351,3352,16,17,$29.68
3351,3352,17,18,$30.91
3351,3352,18,19,$32.14
3351,3352,19,20,$33.37
3351,3352,20,21,$34.60
3351,3352,21,22,$35.83
3353,3356,6,7,$17.38
3353,3356,7,8,$18.61
3353,3356,8,9,$19.84
3353,3356,9,10,$21.07
3353,3356,10,11,$22.30
3353,3356,11,12,$23.53
3353,3356,12,13,$24.76
3353,3356,13,14,$25.99
3353,3356,14,15,$27.22
3353,3356,15,16,$28.45
3353,3356,16,17,$29.68
3353,3356,17,18,$30.91
3353,3356,18,19,$32.14
3353,3356,19,20,$33.37
3353,3356,20,21,$34.60
3353,3356,21,22,$35.83
3357,3426,6,7,$17.38
3357,3426,7,8,$18.61
3357,3426,8,9,$19.84
3357,3426,9,10,$21.07
3357,3426,10,11,$22.30
3357,3426,11,12,$23.53
3357,3426,12,13,$24.76
3357,3426,13,14,$25.99
3357,3426,14,15,$27.22
3357,3426,15,16,$28.45
3357,3426,16,17,$29.68
3357,3426,17,18,$30.91
3357,3426,18,19,$32.14
3357,3426,19,20,$33.37
3357,3426,20,21,$34.60
3357,3426,21,22,$35.83
3427,3443,6,7,$13.90
3427,3443,7,8,$14.55
3427,3443,8,9,$15.20
3427,3443,9,10,$15.85
3427,3443,10,11,$16.50
3427,3443,11,12,$17.15
3427,3443,12,13,$17.80
3427,3443,13,14,$18.45
3427,3443,14,15,$19.10
3427,3443,15,16,$19.75
3427,3443,16,17,$20.40
3427,3443,17,18,$21.05
3427,3443,18,19,$21.70
3427,3443,19,20,$22.35
3427,3443,20,21,$23.00
3427,3443,21,22,$23.65
3444,3688,6,7,$17.38
3444,3688,7,8,$18.61
3444,3688,8,9,$19.84
3444,3688,9,10,$21.07
3444,3688,10,11,$22.30
3444,3688,11,12,$23.53
3444,3688,12,13,$24.76
3444,3688,13,14,$25.99
3444,3688,14,15,$27.22
3444,3688,15,16,$28.45
3444,3688,16,17,$29.68
3444,3688,17,18,$30.91
3444,3688,18,19,$32.14
3444,3688,19,20,$33.37
3444,3688,20,21,$34.60
3444,3688,21,22,$35.83
3689,3690,6,7,$15.16
3689,3690,7,8,$16.02
3689,3690,8,9,$16.88
3689,3690,9,10,$17.74
3689,3690,10,11,$18.60
3689,3690,11,12,$19.46
3689,3690,12,13,$20.32
3689,3690,13,14,$21.18
3689,3690,14,15,$22.04
3689,3690,15,16,$22.90
3689,3690,16,17,$23.76
3689,3690,17,18,$24.62
3689,3690,18,19,$25.48
3689,3690,19,20,$26.34
3689,3690,20,21,$27.20
3689,3690,21,22,$28.06
3691,3749,6,7,$17.38
3691,3749,7,8,$18.61
3691,3749,8,9,$19.84
3691,3749,9,10,$21.07
3691,3749,10,11,$22.30
3691,3749,11,12,$23.53
3691,3749,12,13,$24.76
3691,3749,13,14,$25.99
3691,3749,14,15,$27.22
3691,3749,15,16,$28.45
3691,3749,16,17,$29.68
3691,3749,17,18,$30.91
3691,3749,18,19,$32.14
3691,3749,19,20,$33.37
3691,3749,20,21,$34.60
3691,3749,21,22,$35.83
3750,3811,6,7,$13.90
3750,3811,7,8,$14.55
3750,3811,8,9,$15.20
3750,3811,9,10,$15.85
3750,3811,10,11,$16.50
3750,3811,11,12,$17.15
3750,3811,12,13,$17.80
3750,3811,13,14,$18.45
3750,3811,14,15,$19.10
3750,3811,15,16,$19.75
3750,3811,16,17,$20.40
3750,3811,17,18,$21.05
3750,3811,18,19,$21.70
3750,3811,19,20,$22.35
3750,3811,20,21,$23.00
3750,3811,21,22,$23.65
3812,3909,6,7,$17.38
3812,3909,7,8,$18.61
3812,3909,8,9,$19.84
3812,3909,9,10,$21.07
3812,3909,10,11,$22.30
3812,3909,11,12,$23.53
3812,3909,12,13,$24.76
3812,3909,13,14,$25.99
3812,3909,14,15,$27.22
3812,3909,15,16,$28.45
3812,3909,16,17,$29.68
3812,3909,17,18,$30.91
3812,3909,18,19,$32.14
3812,3909,19,20,$33.37
3812,3909,20,21,$34.60
3812,3909,21,22,$35.83
3910,3920,6,7,$13.90
3910,3920,7,8,$14.55
3910,3920,8,9,$15.20
3910,3920,9,10,$15.85
3910,3920,10,11,$16.50
3910,3920,11,12,$17.15
3910,3920,12,13,$17.80
3910,3920,13,14,$18.45
3910,3920,14,15,$19.10
3910,3920,15,16,$19.75
3910,3920,16,17,$20.40
3910,3920,17,18,$21.05
3910,3920,18,19,$21.70
3910,3920,19,20,$22.35
3910,3920,20,21,$23.00
3910,3920,21,22,$23.65
3921,3925,6,7,$17.38
3921,3925,7,8,$18.61
3921,3925,8,9,$19.84
3921,3925,9,10,$21.07
3921,3925,10,11,$22.30
3921,3925,11,12,$23.53
3921,3925,12,13,$24.76
3921,3925,13,14,$25.99
3921,3925,14,15,$27.22
3921,3925,15,16,$28.45
3921,3925,16,17,$29.68
3921,3925,17,18,$30.91
3921,3925,18,19,$32.14
3921,3925,19,20,$33.37
3921,3925,20,21,$34.60
3921,3925,21,22,$35.83
3926,3944,6,7,$13.90
3926,3944,7,8,$14.55
3926,3944,8,9,$15.20
3926,3944,9,10,$15.85
3926,3944,10,11,$16.50
3926,3944,11,12,$17.15
3926,3944,12,13,$17.80
3926,3944,13,14,$18.45
3926,3944,14,15,$19.10
3926,3944,15,16,$19.75
3926,3944,16,17,$20.40
3926,3944,17,18,$21.05
3926,3944,18,19,$21.70
3926,3944,19,20,$22.35
3926,3944,20,21,$23.00
3926,3944,21,22,$23.65
3945,3974,6,7,$17.38
3945,3974,7,8,$18.61
3945,3974,8,9,$19.84
3945,3974,9,10,$21.07
3945,3974,10,11,$22.30
3945,3974,11,12,$23.53
3945,3974,12,13,$24.76
3945,3974,13,14,$25.99
3945,3974,14,15,$27.22
3945,3974,15,16,$28.45
3945,3974,16,17,$29.68
3945,3974,17,18,$30.91
3945,3974,18,19,$32.14
3945,3974,19,20,$33.37
3945,3974,20,21,$34.60
3945,3974,21,22,$35.83
3975,3978,6,7,$13.90
3975,3978,7,8,$14.55
3975,3978,8,9,$15.20
3975,3978,9,10,$15.85
3975,3978,10,11,$16.50
3975,3978,11,12,$17.15
3975,3978,12,13,$17.80
3975,3978,13,14,$18.45
3975,3978,14,15,$19.10
3975,3978,15,16,$19.75
3975,3978,16,17,$20.40
3975,3978,17,18,$21.05
3975,3978,18,19,$21.70
3975,3978,19,20,$22.35
3975,3978,20,21,$23.00
3975,3978,21,22,$23.65
3979,3979,6,7,$17.38
3979,3979,7,8,$18.61
3979,3979,8,9,$19.84
3979,3979,9,10,$21.07
3979,3979,10,11,$22.30
3979,3979,11,12,$23.53
3979,3979,12,13,$24.76
3979,3979,13,14,$25.99
3979,3979,14,15,$27.22
3979,3979,15,16,$28.45
3979,3979,16,17,$29.68
3979,3979,17,18,$30.91
3979,3979,18,19,$32.14
3979,3979,19,20,$33.37
3979,3979,20,21,$34.60
3979,3979,21,22,$35.83
3980,3983,6,7,$13.90
3980,3983,7,8,$14.55
3980,3983,8,9,$15.20
3980,3983,9,10,$15.85
3980,3983,10,11,$16.50
3980,3983,11,12,$17.15
3980,3983,12,13,$17.80
3980,3983,13,14,$18.45
3980,3983,14,15,$19.10
3980,3983,15,16,$19.75
3980,3983,16,17,$20.40
3980,3983,17,18,$21.05
3980,3983,18,19,$21.70
3980,3983,19,20,$22.35
3980,3983,20,21,$23.00
3980,3983,21,22,$23.65
3984,3999,6,7,$17.38
3984,3999,7,8,$18.61
3984,3999,8,9,$19.84
3984,3999,9,10,$21.07
3984,3999,10,11,$22.30
3984,3999,11,12,$23.53
3984,3999,12,13,$24.76
3984,3999,13,14,$25.99
3984,3999,14,15,$27.22
3984,3999,15,16,$28.45
3984,3999,16,17,$29.68
3984,3999,17,18,$30.91
3984,3999,18,19,$32.14
3984,3999,19,20,$33.37
3984,3999,20,21,$34.60
3984,3999,21,22,$35.83
8000,8999,6,7,$13.90
8000,8999,7,8,$14.55
8000,8999,8,9,$15.20
8000,8999,9,10,$15.85
8000,8999,10,11,$16.50
8000,8999,11,12,$17.15
8000,8999,12,13,$17.80
8000,8999,13,14,$18.45
8000,8999,14,15,$19.10
8000,8999,15,16,$19.75
8000,8999,16,17,$20.40
8000,8999,17,18,$21.05
8000,8999,18,19,$21.70
8000,8999,19,20,$22.35
8000,8999,20,21,$23.00
8000,8999,21,22,$23.65
9999,9999,6,7,$13.90
9999,9999,7,8,$14.55
9999,9999,8,9,$15.20
9999,9999,9,10,$15.85
9999,9999,10,11,$16.50
9999,9999,11,12,$17.15
9999,9999,12,13,$17.80
9999,9999,13,14,$18.45
9999,9999,14,15,$19.10
9999,9999,15,16,$19.75
9999,9999,16,17,$20.40
9999,9999,17,18,$21.05
9999,9999,18,19,$21.70
9999,9999,19,20,$22.35
9999,9999,20,21,$23.00
9999,9999,21,22,$23.65
6000,6214,6,7,$22.18
6000,6214,7,8,$24.21
6000,6214,8,9,$26.24
6000,6214,9,10,$28.27
6000,6214,10,11,$30.30
6000,6214,11,12,$32.33
6000,6214,12,13,$34.36
6000,6214,13,14,$36.39
6000,6214,14,15,$38.42
6000,6214,15,16,$40.45
6000,6214,16,17,$42.48
6000,6214,17,18,$44.51
6000,6214,18,19,$46.54
6000,6214,19,20,$48.57
6000,6214,20,21,$50.60
6000,6214,21,22,$52.63
6215,6700,6,7,$37.24
6215,6700,7,8,$41.78
6215,6700,8,9,$46.32
6215,6700,9,10,$50.86
6215,6700,10,11,$55.40
6215,6700,11,12,$59.94
6215,6700,12,13,$64.48
6215,6700,13,14,$69.02
6215,6700,14,15,$73.56
6215,6700,15,16,$78.10
6215,6700,16,17,$82.64
6215,6700,17,18,$87.18
6215,6700,18,19,$91.72
6215,6700,19,20,$96.26
6215,6700,20,21,$100.80
6215,6700,21,22,$105.34
6701,6797,6,7,$39.14
6701,6797,7,8,$43.83
6701,6797,8,9,$48.52
6701,6797,9,10,$53.21
6701,6797,10,11,$57.90
6701,6797,11,12,$62.59
6701,6797,12,13,$67.28
6701,6797,13,14,$71.97
6701,6797,14,15,$76.66
6701,6797,15,16,$81.35
6701,6797,16,17,$86.04
6701,6797,17,18,$90.73
6701,6797,18,19,$95.42
6701,6797,19,20,$100.11
6701,6797,20,21,$104.80
6701,6797,21,22,$109.49
6798,6799,6,7,$36.56
6798,6799,7,8,$40.82
6798,6799,8,9,$45.08
6798,6799,9,10,$49.34
6798,6799,10,11,$53.60
6798,6799,11,12,$57.86
6798,6799,12,13,$62.12
6798,6799,13,14,$66.38
6798,6799,14,15,$70.64
6798,6799,15,16,$74.90
6798,6799,16,17,$79.16
6798,6799,17,18,$83.42
6798,6799,18,19,$87.68
6798,6799,19,20,$91.94
6798,6799,20,21,$96.20
6798,6799,21,22,$100.46
6800,6999,6,7,$23.18
6800,6999,7,8,$25.21
6800,6999,8,9,$27.24
6800,6999,9,10,$29.27
6800,6999,10,11,$31.30
6800,6999,11,12,$33.33
6800,6999,12,13,$35.36
6800,6999,13,14,$37.39
6800,6999,14,15,$39.42
6800,6999,15,16,$41.45
6800,6999,16,17,$43.48
6800,6999,17,18,$45.51
6800,6999,18,19,$47.54
6800,6999,19,20,$49.57
6800,6999,20,21,$51.60
6800,6999,21,22,$53.63
